movieId,title,genres
movieId 568,Bhaji on the Beach (1993),Comedy|Drama
movieId 569,Little Big League (1994),Comedy|Drama
movieId 573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
movieId 574,Spanking the Monkey (1994),Comedy|Drama
movieId 575,"Little Rascals, The (1994)",Children|Comedy
movieId 577,Andre (1994),Adventure|Children|Drama
movieId 579,"Escort, The (Scorta, La) (1993)",Crime|Thriller
movieId 580,Princess Caraboo (1994),Drama
movieId 581,"Celluloid Closet, The (1995)",Documentary
movieId 583,Dear Diary (Caro Diario) (1994),Comedy|Drama
movieId 585,"Brady Bunch Movie, The (1995)",Comedy
movieId 586,Home Alone (1990),Children|Comedy
movieId 587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
movieId 588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
movieId 589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
movieId 590,Dances with Wolves (1990),Adventure|Drama|Western
movieId 592,Batman (1989),Action|Crime|Thriller
movieId 593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
movieId 594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
movieId 595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
movieId 596,Pinocchio (1940),Animation|Children|Fantasy|Musical
movieId 597,Pretty Woman (1990),Comedy|Romance
movieId 599,"Wild Bunch, The (1969)",Adventure|Western
movieId 600,Love and a .45 (1994),Action|Comedy|Crime
movieId 602,"Great Day in Harlem, A (1994)",Documentary
movieId 605,One Fine Day (1996),Drama|Romance
movieId 606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
movieId 608,Fargo (1996),Comedy|Crime|Drama|Thriller
movieId 609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
movieId 610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
movieId 611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
movieId 612,"Pallbearer, The (1996)",Comedy
movieId 613,Jane Eyre (1996),Drama|Romance
movieId 615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
movieId 616,"Aristocats, The (1970)",Animation|Children
movieId 617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
movieId 618,Two Much (1995),Comedy|Romance
movieId 619,Ed (1996),Comedy
movieId 626,"Thin Line Between Love and Hate, A (1996)",Comedy
movieId 627,"Last Supper, The (1995)",Drama|Thriller
movieId 628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
movieId 631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
movieId 632,Land and Freedom (Tierra y libertad) (1995),Drama|War
movieId 633,Denise Calls Up (1995),Comedy
movieId 634,Theodore Rex (1995),Comedy
movieId 635,"Family Thing, A (1996)",Comedy|Drama
movieId 636,Frisk (1995),Drama
movieId 637,Sgt. Bilko (1996),Comedy
movieId 638,Jack and Sarah (1995),Romance
movieId 639,Girl 6 (1996),Comedy|Drama
movieId 640,Diabolique (1996),Drama|Thriller
movieId 645,Nelly & Monsieur Arnaud (1995),Drama
movieId 647,Courage Under Fire (1996),Action|Crime|Drama|War
movieId 648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
movieId 649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
movieId 650,Moll Flanders (1996),Drama
movieId 653,Dragonheart (1996),Action|Adventure|Fantasy
movieId 656,Eddie (1996),Comedy
movieId 661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
movieId 662,Fear (1996),Thriller
movieId 663,Kids in the Hall: Brain Candy (1996),Comedy
movieId 665,Underground (1995),Comedy|Drama|War
movieId 667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
movieId 668,Song of the Little Road (Pather Panchali) (1955),Drama
movieId 670,"World of Apu, The (Apur Sansar) (1959)",Drama
movieId 671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
movieId 673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
movieId 674,Barbarella (1968),Adventure|Comedy|Sci-Fi
movieId 678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
movieId 679,"Run of the Country, The (1995)",Drama
movieId 680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
movieId 685,It's My Party (1996),Drama
movieId 688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
movieId 691,Mrs. Winterbourne (1996),Comedy|Romance
movieId 692,Solo (1996),Action|Sci-Fi|Thriller
movieId 694,"Substitute, The (1996)",Action|Crime|Drama
movieId 695,True Crime (1996),Mystery|Thriller
movieId 697,Feeling Minnesota (1996),Drama|Romance
movieId 698,Delta of Venus (1995),Drama
movieId 700,Angus (1995),Comedy
movieId 703,Boys (1996),Drama
movieId 704,"Quest, The (1996)",Action|Adventure
movieId 706,Sunset Park (1996),Drama
movieId 707,Mulholland Falls (1996),Crime|Drama|Thriller
movieId 708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
movieId 709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
movieId 710,Celtic Pride (1996),Comedy
movieId 711,Flipper (1996),Adventure|Children
movieId 714,Dead Man (1995),Drama|Mystery|Western
movieId 715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
movieId 718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
movieId 719,Multiplicity (1996),Comedy
movieId 720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
movieId 722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
movieId 724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
movieId 725,"Great White Hype, The (1996)",Comedy
movieId 726,Last Dance (1996),Drama
movieId 728,Cold Comfort Farm (1995),Comedy
movieId 731,Heaven's Prisoners (1996),Crime|Thriller
movieId 733,"Rock, The (1996)",Action|Adventure|Thriller
movieId 735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
movieId 736,Twister (1996),Action|Adventure|Romance|Thriller
movieId 737,Barb Wire (1996),Action|Sci-Fi
movieId 741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
movieId 742,Thinner (1996),Horror|Thriller
movieId 743,Spy Hard (1996),Comedy
movieId 745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
movieId 747,"Stupids, The (1996)",Comedy
movieId 748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
movieId 750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
movieId 757,Ashes of Time (Dung che sai duk) (1994),Drama
movieId 759,Maya Lin: A Strong Clear Vision (1994),Documentary
movieId 760,Stalingrad (1993),Drama|War
movieId 761,"Phantom, The (1996)",Action|Adventure
movieId 762,Striptease (1996),Comedy|Crime
movieId 764,Heavy (1995),Drama|Romance
movieId 765,Jack (1996),Comedy|Drama
movieId 766,I Shot Andy Warhol (1996),Drama
movieId 773,Touki Bouki (1973),Drama
movieId 775,Spirits of the Dead (1968),Horror|Mystery
movieId 778,Trainspotting (1996),Comedy|Crime|Drama
movieId 779,'Til There Was You (1997),Drama|Romance
movieId 780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
movieId 781,Stealing Beauty (1996),Drama
movieId 782,"Fan, The (1996)",Drama|Thriller
movieId 783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
movieId 784,"Cable Guy, The (1996)",Comedy|Thriller
movieId 785,Kingpin (1996),Comedy
movieId 786,Eraser (1996),Action|Drama|Thriller
movieId 788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
movieId 790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama
movieId 791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
movieId 795,Somebody to Love (1994),Drama
movieId 798,Daylight (1996),Action|Adventure|Drama|Thriller
movieId 799,"Frighteners, The (1996)",Comedy|Horror|Thriller
movieId 800,Lone Star (1996),Drama|Mystery|Western
movieId 801,Harriet the Spy (1996),Children|Comedy
movieId 802,Phenomenon (1996),Drama|Romance
movieId 803,Walking and Talking (1996),Comedy|Drama|Romance
movieId 804,She's the One (1996),Comedy|Romance
movieId 805,"Time to Kill, A (1996)",Drama|Thriller
movieId 806,American Buffalo (1996),Crime|Drama
movieId 808,Alaska (1996),Adventure|Children
movieId 809,Fled (1996),Action|Adventure
movieId 810,Kazaam (1996),Children|Comedy|Fantasy
movieId 813,Larger Than Life (1996),Comedy
movieId 818,"Very Brady Sequel, A (1996)",Comedy
movieId 823,"Collector, The (La collectionneuse) (1967)",Drama
movieId 824,Kaspar Hauser (1993),Drama|Mystery
movieId 828,"Adventures of Pinocchio, The (1996)",Adventure|Children
movieId 829,Joe's Apartment (1996),Comedy|Fantasy|Musical
movieId 830,"First Wives Club, The (1996)",Comedy
movieId 832,Ransom (1996),Crime|Thriller
movieId 833,High School High (1996),Comedy
movieId 835,Foxfire (1996),Drama
movieId 836,Chain Reaction (1996),Action|Adventure|Thriller
movieId 837,Matilda (1996),Children|Comedy|Fantasy
movieId 838,Emma (1996),Comedy|Drama|Romance
movieId 839,"Crow: City of Angels, The (1996)",Action|Thriller
movieId 840,House Arrest (1996),Children|Comedy
movieId 841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
movieId 842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
movieId 848,"Spitfire Grill, The (1996)",Drama
movieId 849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
movieId 851,Basquiat (1996),Drama
movieId 852,Tin Cup (1996),Comedy|Drama|Romance
movieId 858,"Godfather, The (1972)",Crime|Drama
movieId 861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
movieId 866,Bound (1996),Crime|Drama|Romance|Thriller
movieId 867,Carpool (1996),Comedy|Crime
movieId 869,Kansas City (1996),Crime|Drama|Musical|Thriller
movieId 870,Gone Fishin' (1997),Comedy
movieId 875,Nothing to Lose (1994),Action|Crime|Drama
movieId 876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
movieId 879,"Relic, The (1997)",Horror|Thriller
movieId 880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
movieId 881,First Kid (1996),Children|Comedy
movieId 882,"Trigger Effect, The (1996)",Drama|Thriller
movieId 885,Bogus (1996),Children|Drama|Fantasy
movieId 886,Bulletproof (1996),Action|Comedy|Crime
movieId 888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
movieId 889,1-900 (06) (1994),Drama|Romance
movieId 891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
movieId 892,Twelfth Night (1996),Comedy|Drama|Romance
movieId 893,Mother Night (1996),Drama
movieId 896,Wild Reeds (Les roseaux sauvages) (1994),Drama
movieId 897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
movieId 898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
movieId 899,Singin' in the Rain (1952),Comedy|Musical|Romance
movieId 900,"American in Paris, An (1951)",Musical|Romance
movieId 901,Funny Face (1957),Comedy|Musical
movieId 902,Breakfast at Tiffany's (1961),Drama|Romance
movieId 903,Vertigo (1958),Drama|Mystery|Romance|Thriller
movieId 904,Rear Window (1954),Mystery|Thriller
movieId 905,It Happened One Night (1934),Comedy|Romance
movieId 906,Gaslight (1944),Drama|Thriller
movieId 907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
movieId 908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
movieId 909,"Apartment, The (1960)",Comedy|Drama|Romance
movieId 910,Some Like It Hot (1959),Comedy|Crime
movieId 911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
movieId 912,Casablanca (1942),Drama|Romance
movieId 913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
movieId 914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
movieId 915,Sabrina (1954),Comedy|Romance
movieId 916,Roman Holiday (1953),Comedy|Drama|Romance
movieId 917,"Little Princess, The (1939)",Children|Drama
movieId 918,Meet Me in St. Louis (1944),Musical
movieId 919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
movieId 920,Gone with the Wind (1939),Drama|Romance|War
movieId 921,My Favorite Year (1982),Comedy
movieId 922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
movieId 923,Citizen Kane (1941),Drama|Mystery
movieId 924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
movieId 926,All About Eve (1950),Drama
movieId 927,"Women, The (1939)",Comedy
movieId 928,Rebecca (1940),Drama|Mystery|Romance|Thriller
movieId 929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
movieId 930,Notorious (1946),Film-Noir|Romance|Thriller
movieId 931,Spellbound (1945),Mystery|Romance|Thriller
movieId 932,"Affair to Remember, An (1957)",Drama|Romance
movieId 933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
movieId 934,Father of the Bride (1950),Comedy
movieId 935,"Band Wagon, The (1953)",Comedy|Musical
movieId 936,Ninotchka (1939),Comedy|Romance
movieId 937,Love in the Afternoon (1957),Comedy|Romance
movieId 938,Gigi (1958),Musical
movieId 940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
movieId 941,"Mark of Zorro, The (1940)",Adventure
movieId 942,Laura (1944),Crime|Film-Noir|Mystery
movieId 943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
movieId 944,Lost Horizon (1937),Drama
movieId 945,Top Hat (1935),Comedy|Musical|Romance
movieId 946,To Be or Not to Be (1942),Comedy|Drama|War
movieId 947,My Man Godfrey (1936),Comedy|Romance
movieId 948,Giant (1956),Drama|Romance|Western
movieId 949,East of Eden (1955),Drama
movieId 950,"Thin Man, The (1934)",Comedy|Crime
movieId 951,His Girl Friday (1940),Comedy|Romance
movieId 952,Around the World in 80 Days (1956),Adventure|Comedy
movieId 953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
movieId 954,Mr. Smith Goes to Washington (1939),Drama
movieId 955,Bringing Up Baby (1938),Comedy|Romance
movieId 956,Penny Serenade (1941),Drama|Romance
movieId 959,Of Human Bondage (1934),Drama
movieId 961,Little Lord Fauntleroy (1936),Drama
movieId 963,"Inspector General, The (1949)",Musical
movieId 965,"39 Steps, The (1935)",Drama|Mystery|Thriller
movieId 968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
movieId 969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
movieId 970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance
movieId 971,Cat on a Hot Tin Roof (1958),Drama
movieId 973,Meet John Doe (1941),Comedy|Drama
movieId 976,"Farewell to Arms, A (1932)",Romance|War
movieId 979,Nothing Personal (1995),Drama|War
movieId 981,Dangerous Ground (1997),Drama
movieId 982,Picnic (1955),Drama
movieId 984,"Pompatus of Love, The (1996)",Comedy|Drama
movieId 986,Fly Away Home (1996),Adventure|Children
movieId 987,Bliss (1997),Drama|Romance
movieId 988,Grace of My Heart (1996),Comedy|Drama
movieId 990,Maximum Risk (1996),Action|Adventure|Thriller
movieId 991,Michael Collins (1996),Drama
movieId 993,Infinity (1996),Drama
movieId 994,Big Night (1996),Comedy|Drama
movieId 996,Last Man Standing (1996),Action|Crime|Drama|Thriller
movieId 998,Set It Off (1996),Action|Crime
movieId 999,2 Days in the Valley (1996),Crime|Film-Noir
movieId 1003,Extreme Measures (1996),Drama|Thriller
movieId 1004,"Glimmer Man, The (1996)",Action|Thriller
movieId 1005,D3: The Mighty Ducks (1996),Children|Comedy
movieId 1006,"Chamber, The (1996)",Drama
movieId 1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
movieId 1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western
movieId 1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
movieId 1010,"Love Bug, The (1969)",Children|Comedy
movieId 1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance
movieId 1012,Old Yeller (1957),Children|Drama
movieId 1013,"Parent Trap, The (1961)",Children|Comedy|Romance
movieId 1014,Pollyanna (1960),Children|Comedy|Drama
movieId 1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
movieId 1016,"Shaggy Dog, The (1959)",Children|Comedy
movieId 1017,Swiss Family Robinson (1960),Adventure|Children
movieId 1018,That Darn Cat! (1965),Children|Comedy|Mystery
movieId 1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
movieId 1020,Cool Runnings (1993),Comedy
movieId 1021,Angels in the Outfield (1994),Children|Comedy
movieId 1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
movieId 1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
movieId 1024,"Three Caballeros, The (1945)",Animation|Children|Musical
movieId 1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
movieId 1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
movieId 1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
movieId 1029,Dumbo (1941),Animation|Children|Drama|Musical
movieId 1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical
movieId 1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
movieId 1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
movieId 1033,"Fox and the Hound, The (1981)",Animation|Children|Drama
movieId 1034,Freeway (1996),Comedy|Crime|Drama|Thriller
movieId 1035,"Sound of Music, The (1965)",Musical|Romance
movieId 1036,Die Hard (1988),Action|Crime|Thriller
movieId 1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
movieId 1040,"Secret Agent, The (1996)",Drama
movieId 1041,Secrets & Lies (1996),Drama
movieId 1042,That Thing You Do! (1996),Comedy|Drama
movieId 1043,To Gillian on Her 37th Birthday (1996),Drama|Romance
movieId 1046,Beautiful Thing (1996),Drama|Romance
movieId 1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
movieId 1049,"Ghost and the Darkness, The (1996)",Action|Adventure
movieId 1050,Looking for Richard (1996),Documentary|Drama
movieId 1051,Trees Lounge (1996),Drama
movieId 1053,Normal Life (1996),Crime|Drama|Romance
movieId 1054,Get on the Bus (1996),Drama
movieId 1055,Shadow Conspiracy (1997),Thriller
movieId 1056,Jude (1996),Drama
movieId 1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
movieId 1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
movieId 1060,Swingers (1996),Comedy|Drama
movieId 1061,Sleepers (1996),Thriller
movieId 1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
movieId 1066,Shall We Dance (1937),Comedy|Musical|Romance
movieId 1068,Crossfire (1947),Crime|Film-Noir
movieId 1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
movieId 1076,"Innocents, The (1961)",Drama|Horror|Thriller
movieId 1077,Sleeper (1973),Comedy|Sci-Fi
movieId 1078,Bananas (1971),Comedy|War
movieId 1079,"Fish Called Wanda, A (1988)",Comedy|Crime
movieId 1080,Monty Python's Life of Brian (1979),Comedy
movieId 1081,Victor/Victoria (1982),Comedy|Musical|Romance
movieId 1082,"Candidate, The (1972)",Drama
movieId 1083,"Great Race, The (1965)",Comedy|Musical
movieId 1084,Bonnie and Clyde (1967),Crime|Drama
movieId 1085,"Old Man and the Sea, The (1958)",Adventure|Drama
movieId 1086,Dial M for Murder (1954),Crime|Mystery|Thriller
movieId 1088,Dirty Dancing (1987),Drama|Musical|Romance
